drug_id,smiles
Durg::484,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
Durg::485,CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1
Durg::486,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O
Durg::487,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1
Durg::488,NC(=O)NO
Durg::489,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1
Durg::490,CS(=O)(=O)OCCCCOS(C)(=O)=O
Durg::491,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1
Durg::492,CC(C)(C(=O)c1cccnc1)c1cccnc1
Durg::493,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12
Durg::494,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
Durg::495,O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1
Durg::496,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O
Durg::497,N=C(N)NC(=O)Cc1c(Cl)cccc1Cl
Durg::498,CC(C[N+](C)(C)C)OC(N)=O
Durg::499,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl
Durg::500,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2
Durg::501,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
Durg::502,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
Durg::503,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1
Durg::504,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1
Durg::505,CCN(CC)CCNC(=O)c1ccc(N)cc1
Durg::506,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1
Durg::507,C#CCN(C)[C@H](C)Cc1ccccc1
Durg::508,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1
Durg::509,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1
Durg::510,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O
Durg::511,CC12CC3CC(C)(C1)CC(N)(C3)C2
Durg::512,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
Durg::513,CCCCC(F)(F)[C@@]1(O)CC[C@H]2[C@@H](CC(=O)[C@@H]2CCCCCCC(=O)O)O1
Durg::514,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C
Durg::515,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1
Durg::516,CC(C)Cc1ccc(C(C)C(=O)O)cc1
Durg::517,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1
Durg::518,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21
Durg::519,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O
Durg::520,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1
Durg::521,CC(C)NCC(O)c1ccc(O)c(O)c1
Durg::522,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1
Durg::523,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1
Durg::524,CC(CN1c2ccccc2Sc2ccccc21)N(C)C
Durg::525,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C
Durg::526,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
Durg::527,CN(C)CCOC(c1ccccc1)c1ccccc1
Durg::528,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O
Durg::529,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12
Durg::530,C=CC(N)CCC(=O)O
Durg::531,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](NC(=N)N)[C@H](O)[C@@H](NC(=N)N)[C@H](O)[C@H]3O)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O
Durg::532,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O
Durg::533,CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21
Durg::534,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C
Durg::535,CCOC(=O)c1ccc(N)cc1
Durg::536,COc1cc(NC(C)CCCN)c2ncccc2c1
Durg::537,CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O
Durg::538,CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21
Durg::539,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1
Durg::540,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O
Durg::541,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
Durg::542,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F
Durg::543,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21
Durg::544,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1
Durg::545,C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1
Durg::546,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
Durg::547,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1
Durg::548,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC
Durg::549,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1
Durg::550,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
Durg::551,O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21
Durg::552,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1
Durg::553,CC1=NS(=O)(=O)c2cc(Cl)ccc2N1
Durg::554,Cc1ccc(S(=O)(=O)NC(=O)NN2C[C@H]3CCC[C@H]3C2)cc1
Durg::555,C[C@]12CC[C@H]3[C@@H](CC[C@H]4NC(=O)C=C[C@]34C)[C@@H]1CC[C@@H]2C(=O)Nc1cc(C(F)(F)F)ccc1C(F)(F)F
Durg::556,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1
Durg::557,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1
Durg::558,COCCCOc1ccnc(CS(=O)c2nc3ccccc3[nH]2)c1C
Durg::559,CCOC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
Durg::560,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1
Durg::561,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12
Durg::562,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1
Durg::563,CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)c(OS(=O)(=O)O)c5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)no2)cc1
Durg::564,CN(C)CCC=C1c2ccccc2COc2ccccc21
Durg::565,NCCCNCCSP(=O)(O)O
Durg::566,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O
Durg::567,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1
Durg::568,CC=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1
Durg::569,CNCCCN1c2ccccc2CCc2ccccc21
Durg::570,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1
Durg::571,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC
Durg::572,CC[N+](C)(C)Cc1ccccc1Br
Durg::573,FC(F)(F)C(Cl)Br
Durg::574,CCN(CC)CCOC(=O)c1ccc(N)cc1Cl
Durg::575,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC
Durg::576,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
Durg::577,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O
Durg::578,CNNCc1ccc(C(=O)NC(C)C)cc1
Durg::579,O=[As]O[As]=O
Durg::580,Cc1ccccc1C(OCCN(C)C)c1ccccc1
Durg::581,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O
Durg::582,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O
Durg::583,O=P1(NCCCl)OCCCN1CCCl
Durg::584,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1
Durg::585,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5
Durg::586,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1
Durg::587,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
Durg::588,CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21
Durg::589,Cc1cc(C2CCCCC2)n(O)c(=O)c1
Durg::590,FC(F)OC(F)C(F)(F)F
Durg::591,CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1
Durg::592,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1
Durg::593,CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21
Durg::594,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F
Durg::595,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
Durg::596,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1
Durg::597,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12
Durg::598,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
Durg::599,CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2
Durg::600,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21
Durg::601,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2
Durg::602,O=NN(CCCl)C(=O)NC1CCCCC1
Durg::603,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O
Durg::604,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
Durg::605,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CS[C@H]12)c1csc(N)n1
Durg::606,CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C
Durg::607,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2
Durg::608,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C
Durg::609,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1
Durg::610,CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12
Durg::611,O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1
Durg::612,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
Durg::613,CNC1(c2ccccc2Cl)CCCCC1=O
Durg::614,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
Durg::615,Cn1c(=O)c2[nH]cnc2n(C)c1=O.Cn1c(=O)c2[nH]cnc2n(C)c1=O.NCCN
Durg::616,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1
Durg::617,COc1cc2c(cc1OC)[C@@H](Cc1cc(OC)c(OC)c(OC)c1)[N+](C)(CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]1(C)CCc3cc(OC)c(OC)cc3[C@H]1Cc1cc(OC)c(OC)c(OC)c1)CC2
Durg::618,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C
Durg::619,NC1=NC(=O)C(c2ccccc2)O1
Durg::620,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1
Durg::621,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC
Durg::622,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
Durg::623,FCOC(C(F)(F)F)C(F)(F)F
Durg::624,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1
Durg::625,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1
Durg::626,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21
Durg::627,Cc1cc(C(=O)NNCc2ccccc2)no1
Durg::628,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C
Durg::629,CC(=O)N(CC(O)CN(C(C)=O)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I
Durg::630,O=C(O)c1cc(/N=N/c2ccc(O)c(C(=O)O)c2)ccc1O
Durg::631,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1
Durg::632,COCCCOC1=C(OC)C=CC(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C(C)C)C(=O)NCC(C)(C)C(N)=O)C(C)C)=C1
Durg::633,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
Durg::634,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F
Durg::635,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O
Durg::636,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)c1ccc(N)cc1
Durg::637,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C
Durg::638,c1cnc2cc3c(cc2n1)C1CNCC3C1
Durg::639,NNc1nncc2ccccc12
Durg::640,COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
Durg::641,CC(C)(C)NCC(O)c1ccc(O)c(CO)n1
Durg::642,CC(C)CN(C[C@@H](OP(=O)(O)O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1
Durg::643,O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)(O)O
Durg::644,CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O
Durg::645,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1
Durg::646,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O
Durg::647,CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21
Durg::648,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21
Durg::649,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=CCS[C@H]12)c1csc(N)n1
Durg::650,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1
Durg::651,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O
Durg::652,[Li+]
Durg::653,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I
Durg::654,CN[C@@H](C)[C@H](O)c1ccccc1
Durg::655,C#CCN[C@@H]1CCc2ccccc21
Durg::656,[Mg+2]
Durg::657,O=C([O-])O.[Na+]
Durg::658,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O
Durg::659,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2
Durg::660,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1
Durg::661,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C
Durg::662,C[N+]1(C)[C@H]2C[C@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@@H]1[C@H]1O[C@@H]21
Durg::663,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C
Durg::664,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1
Durg::665,COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1
Durg::666,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O
Durg::667,Nc1cc(-c2ccncc2)c[nH]c1=O
Durg::668,O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1
Durg::669,CN[C@@H](C)Cc1ccccc1
Durg::670,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
Durg::671,O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1
Durg::672,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1
Durg::673,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1
Durg::674,CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(=O)nc(N)[nH]c21
Durg::675,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12
Durg::676,CCCCCON=O
Durg::677,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2
Durg::678,CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
Durg::679,CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@@H](C)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1
Durg::680,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1
Durg::681,S=P(N1CC1)(N1CC1)N1CC1
Durg::682,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C
Durg::683,COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2
Durg::684,C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)N1
Durg::685,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1
Durg::686,CCN(CC)C(=O)C1(c2ccccc2)CC1CN
Durg::687,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1
Durg::688,Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1.[Ag+]
Durg::689,CN1C(=O)CC(C)(c2ccccc2)C1=O
Durg::690,NC(=O)c1cn(Cc2c(F)cccc2F)nn1
Durg::691,CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C
Durg::692,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2
Durg::693,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCC[C@@H](O)c3cc(Cl)ccc32)c(C)c1
Durg::694,CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1.O=C(O)/C=C\C(=O)O
Durg::695,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1
Durg::696,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1
Durg::697,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OC(=O)C(C)(CO)CO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C
Durg::698,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2
Durg::699,CCCCCCCCCCNCCN[C@@]1(C)C[C@H](O[C@H]2[C@H](Oc3c4cc5cc3Oc3ccc(cc3Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]5C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c5cc(O)c(CNCP(=O)(O)O)c(O)c5-c5cc3ccc5O)[C@H](O)c3ccc(c(Cl)c3)O4)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@@H](C)[C@H]1O
Durg::700,CCCCCCOC(=O)/N=C(/N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1
Durg::701,CNCCc1ccccn1
Durg::702,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
Durg::703,c1ccc2c(CC3=NCCN3)cccc2c1
Durg::704,C[N@+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5
Durg::705,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO
Durg::706,Cc1c(O)c(=O)ccn1C
Durg::707,O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1
